year,league,team,G,pred_RS,pred_RA,pred_WPCT,pred_W
2023,PL,楽天,143,515.2663168828136,539.1748412931119,0.48050680000753726,68.7
2023,CL,阪神,143,506.7129851620517,485.258141103753,0.5185948284409072,74.2
2023,PL,ソフトバンク,143,489.3005786709119,492.0957373297108,0.4975506085788177,71.1
2023,CL,DeNA,143,534.0352088942974,525.7510319864272,0.5067222121766592,72.5
2023,PL,日本ハム,143,485.2795279384054,511.0562660703337,0.47776019635017375,68.3
2023,CL,中日,143,467.88932162328746,495.390895563683,0.4754601263907184,68.0
2024,PL,ロッテ,143,494.9557207745372,538.1348223254623,0.4640963479021194,66.4
2024,CL,巨人,143,546.582161667699,520.0921257940912,0.5213488432678448,74.6
2024,CL,広島,143,545.0327526975527,526.8115817245144,0.5146170957503161,73.6
2024,PL,西武,143,465.0102573139497,508.27272822599497,0.4618222114223707,66.0
2024,CL,ヤクルト,143,560.1642604409861,542.9947865660124,0.5133828508006071,73.4
2024,PL,オリックス,143,550.0807441766174,464.1395643988016,0.5725329860440874,81.9
2024,PL,楽天,143,502.51609895608954,532.5520406272304,0.47505795357630043,67.9
2024,CL,阪神,143,527.746972190113,491.9943549936092,0.5301278320718184,75.8
2024,PL,ソフトバンク,143,520.3794341136421,515.3768617645147,0.5041536283417594,72.1
2024,CL,DeNA,143,523.5447594420907,525.6374390751786,0.4982846641764895,71.3
2024,PL,日本ハム,143,484.524948021275,513.9368004000229,0.4746811809026183,67.9
2024,CL,中日,143,461.46189020544676,502.0568941045657,0.46380839645627026,66.3
2025,PL,ロッテ,143,467.5535596640262,514.0332611367967,0.45933715551446436,65.7
2025,CL,巨人,143,521.020314132402,479.65930767884464,0.5355067039530913,76.6
2025,CL,広島,143,448.8202589732262,489.588812510605,0.46268385934040296,66.2
2025,PL,西武,143,423.7747844848547,475.1141446586863,0.45098614812882304,64.5
2025,CL,ヤクルト,143,530.0997025702999,544.556093167056,0.488432549785998,69.8
2025,PL,オリックス,143,523.6625134222372,448.3043541725579,0.5664164549870523,81.0
2025,PL,楽天,143,470.64268328178986,528.2901662309824,0.45047789034581,64.4
2025,CL,阪神,143,498.35757891003357,460.2773691447602,0.5341269398886804,76.4
2025,PL,ソフトバンク,143,540.7589874264648,485.98540784780255,0.5457932000943082,78.0
2025,CL,DeNA,143,510.39668175835703,509.7746712010539,0.5005243520590082,71.6
2025,PL,日本ハム,143,502.58116114446597,489.2872815120908,0.511525113060373,73.1
2025,CL,中日,143,475.66510756517613,488.4624640720981,0.48858609458509034,69.9
