player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GDP,AVG,SLG,OBP,team,year,wOBA,wRC+,wRAA
石垣 雅海,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,中日,2017,0.0,-191.3647395950004,-0.9281155680371055
石川 駿,9,17,17,1,6,0,0,1,9,1,0,0,0,0,0,0,0,5,0,0.353,0.529,0.353,中日,2017,0.3926766143508149,168.73319101576269,1.2406784477897355
伊藤 準規,39,9,8,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2,1,0.125,0.125,0.125,中日,2017,0.11297004135938829,-87.76733494236548,-1.7943467041113166
井領 雅貴,22,34,32,2,7,2,0,0,9,3,0,0,0,0,2,0,0,6,0,0.219,0.281,0.265,中日,2017,0.25131303318452153,39.09793599588795,-2.1986431044205297
岩﨑 達郎,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,中日,2017,0.0,-191.3647395950004,-0.3093718560123685
遠藤 一星,50,109,102,4,23,3,1,2,34,11,2,1,2,0,4,0,1,28,1,0.225,0.333,0.262,中日,2017,0.2694196313473262,55.70230786459708,-5.126859408151903
大島 洋平,119,521,476,50,149,20,3,3,184,29,23,6,1,3,37,0,4,66,5,0.313,0.387,0.365,中日,2017,0.34208987524230144,122.34341529805712,12.360359171402132
大野 雄大,24,48,40,0,0,0,0,0,0,1,0,0,8,0,0,0,0,24,0,0.0,0.0,0.0,中日,2017,0.0,-191.3647395950004,-14.849849088593688
小笠原 慎之介,22,37,33,2,1,0,0,0,1,1,0,0,2,0,2,0,0,26,0,0.03,0.03,0.086,中日,2017,0.0663148814213552,-130.55171764306402,-9.057615815314776
小熊 凌祐,4,5,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0.25,0.25,0.25,中日,2017,0.22594008271877658,15.830069710269429,-0.44685928006184256
笠原 祥太郎,18,9,7,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0.143,0.143,0.143,中日,2017,0.12910861869644377,-72.96770570627477,-1.652918132682745
加藤 匠馬,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,中日,2017,0.0,-191.3647395950004,-0.3093718560123685
亀澤 恭平,98,290,254,31,73,5,0,2,84,13,6,6,18,2,13,0,3,30,1,0.287,0.331,0.327,中日,2017,0.3011527573136634,84.80267334263864,-4.679602949469225
木下 拓哉,51,94,78,4,15,5,0,0,20,4,0,0,4,1,10,1,1,21,4,0.192,0.256,0.289,中日,2017,0.259831095126593,46.90929110605986,-5.298954465162644
京田 陽太,141,602,564,67,149,23,8,4,200,36,23,13,10,1,18,0,9,105,5,0.264,0.355,0.297,中日,2017,0.29455134094610774,78.74894799669002,-13.583782995121531
工藤 隆人,82,58,51,12,12,1,0,0,13,0,3,1,4,0,3,1,0,13,1,0.235,0.255,0.278,中日,2017,0.2476212017675481,35.71239989612868,-3.9591232042729274
ゲレーロ,130,510,469,67,131,22,3,35,264,86,1,0,0,2,24,0,15,98,13,0.279,0.563,0.333,中日,2017,0.39497226225009663,170.83837891779484,38.360353433692076
近藤 弘基,14,33,29,5,6,1,0,1,10,1,0,0,1,0,3,0,0,7,1,0.207,0.345,0.281,中日,2017,0.28756010527844295,72.33774497534304,-0.9692712484081599
ジョーダン,18,23,21,0,1,0,0,0,1,0,0,0,2,0,0,0,0,10,0,0.048,0.048,0.048,中日,2017,0.04303620623214792,-151.89906163209187,-6.151743164474952
杉山 翔大,39,83,66,1,6,0,0,0,6,1,0,0,5,1,9,1,2,16,1,0.091,0.091,0.218,中日,2017,0.17024506232830894,-35.24417524085476,-11.919017895180431
鈴木 翔太,15,20,18,0,1,0,0,0,1,1,0,0,2,0,0,0,0,15,0,0.056,0.056,0.056,中日,2017,0.05020890727083924,-145.32144863827378,-5.2096593424695925
高橋 周平,41,148,129,12,30,6,0,2,42,10,0,2,1,3,15,0,0,31,3,0.233,0.326,0.306,中日,2017,0.290145072211218,74.70824835947872,-3.974517683027825
武山 真吾,50,76,66,2,15,1,0,1,19,7,0,0,2,0,7,0,1,21,3,0.227,0.288,0.311,中日,2017,0.2825638872330645,67.75604157547215,-2.60199078666974
田島 慎二,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,中日,2017,0.0,-191.3647395950004,-0.3093718560123685
谷 哲也,53,100,92,9,20,3,0,2,29,11,0,1,2,1,5,0,0,23,0,0.217,0.315,0.255,中日,2017,0.2584268293063558,45.62153115954295,-5.773920295114399
堂上 直倫,91,167,151,11,31,7,0,1,41,8,0,1,7,0,9,0,0,39,4,0.205,0.272,0.25,中日,2017,0.2403180879826987,29.01519393878658,-12.587099954065543
友永 翔太,5,17,16,0,4,2,0,0,6,2,0,1,0,0,0,0,1,4,0,0.25,0.375,0.294,中日,2017,0.30326716985247554,86.74166219977356,-0.23932155221026433
野本 圭,15,35,35,3,7,2,0,0,9,0,0,0,0,0,0,0,0,5,2,0.2,0.257,0.2,中日,2017,0.20363950312575446,-4.620327052328646,-3.888014960432898
バルデス,23,48,44,1,5,1,0,1,9,5,0,0,3,0,1,0,0,17,0,0.114,0.205,0.133,中日,2017,0.15290894487028314,-51.141989863151124,-7.703182421927021
ビシエド,87,367,332,43,83,11,1,18,150,49,4,0,0,1,29,0,5,52,10,0.25,0.452,0.319,中日,2017,0.34598999043038814,125.91995476347822,10.100528843460765
平田 良介,66,270,238,26,58,14,2,6,94,29,4,0,0,2,29,0,1,60,4,0.244,0.395,0.326,中日,2017,0.3272327494325985,108.71892108736263,2.49959887666051
福田 永将,95,326,299,37,81,19,0,18,154,49,0,1,0,1,21,0,5,70,4,0.271,0.515,0.328,中日,2017,0.37406756026251436,151.6680498208911,17.88477493996786
藤井 淳志,128,408,374,29,99,18,3,6,141,42,5,6,6,2,24,0,2,96,6,0.265,0.377,0.311,中日,2017,0.310859218286078,93.70383114522161,-2.7275978500612643
又吉 克樹,50,21,20,0,1,0,0,0,1,1,0,0,1,0,0,0,0,13,1,0.05,0.05,0.05,中日,2017,0.045188016543755316,-149.92577773394643,-5.572808976259739
松井 雅人,87,244,208,22,46,7,1,2,61,17,0,0,10,1,22,0,3,63,3,0.221,0.293,0.303,中日,2017,0.27970399129113505,65.1334188553657,-9.03322859351364
松井 佑介,56,129,119,17,33,7,0,4,52,18,0,0,1,0,6,1,3,38,2,0.277,0.437,0.328,中日,2017,0.34460676678875907,124.65149121683696,3.3765774494044676
丸山 泰資,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,中日,2017,0.0,-191.3647395950004,-0.3093718560123685
溝脇 隼人,12,16,14,1,1,0,0,1,4,1,0,0,0,0,2,0,0,5,1,0.071,0.286,0.188,中日,2017,0.2233725817787905,13.475583240891373,-1.469949696197896
三ツ間 卓也,35,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.0,0.0,0.333,中日,2017,0.23621008647872097,25.248015587781687,-0.23811556803710554
三ツ俣 大樹,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,中日,2017,0.0,-191.3647395950004,-0.3093718560123685
森野 将彦,22,48,41,4,10,2,0,0,12,1,0,1,2,0,5,0,0,3,1,0.244,0.293,0.326,中日,2017,0.29090901954799003,75.40881428322749,-1.2533273494632522
八木 智哉,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.0,0.0,中日,2017,0.0,-191.3647395950004,-0.9281155680371055
柳 裕也,11,12,10,0,1,0,0,0,1,1,0,0,1,0,1,0,0,4,0,0.1,0.1,0.182,中日,2017,0.14658096275556992,-56.944966615961725,-1.9997349994211495
山井 大介,2,5,3,2,2,1,0,1,6,1,0,0,2,0,0,0,0,1,0,0.667,2.0,0.667,中日,2017,1.15366375570042,866.5845139788776,4.0698073866048246
吉見 一起,14,24,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0.0,0.0,0.0,中日,2017,0.0,-191.3647395950004,-7.424924544296844
若松 駿太,7,10,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,1,0.0,0.0,0.111,中日,2017,0.07873669549290699,-119.16048786740639,-2.3270518934570186
綾部 翔,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,DeNA,2017,0.0,-191.3647395950004,-0.3093718560123685
荒波 翔,47,65,62,8,14,5,0,0,19,1,0,0,0,0,2,0,1,16,1,0.226,0.306,0.262,DeNA,2017,0.2586460946927533,45.822605043269995,-3.7391706408039553
飯塚 悟史,9,15,13,0,1,0,0,0,1,0,0,0,2,0,0,0,0,11,0,0.077,0.077,0.077,DeNA,2017,0.06952002545193126,-127.6124905779943,-3.625193224800912
石川 雄洋,63,192,167,18,41,7,0,2,54,11,1,1,6,3,12,0,4,41,4,0.246,0.323,0.306,DeNA,2017,0.28938220271972337,74.00867085683713,-5.298751193084432
石田 健大,18,44,36,5,6,0,0,0,6,1,0,0,7,0,1,0,0,15,0,0.167,0.167,0.189,DeNA,2017,0.1657078985050487,-39.40491016595112,-6.512902205084753
井納 翔一,25,51,45,2,4,0,0,0,4,2,0,0,5,0,1,0,0,24,1,0.089,0.089,0.109,DeNA,2017,0.09399286049862147,-105.17006102037728,-11.11035596097862
今永 昇太,24,49,43,2,6,0,0,0,6,0,0,0,4,0,2,0,0,18,0,0.14,0.14,0.178,DeNA,2017,0.15199605564717697,-51.97914060781888,-7.907220944606057
ウィーランド,21,54,48,5,11,1,0,3,21,12,0,0,1,0,4,0,1,21,0,0.229,0.438,0.302,DeNA,2017,0.33348446171442064,114.45195578610539,0.8286367564641749
エスコバー,27,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,DeNA,2017,0.0,-191.3647395950004,-0.618743712024737
エリアン,25,62,56,9,14,1,0,1,18,1,0,0,0,0,6,0,0,22,2,0.25,0.321,0.323,DeNA,2017,0.2993209160357986,83.12281202862319,-1.1110550727668482
乙坂 智,83,66,63,7,12,3,0,2,21,3,0,0,1,0,1,0,1,13,0,0.19,0.333,0.215,DeNA,2017,0.2461640901229748,34.376178515216694,-4.598850189124011
尾仲 祐哉,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,DeNA,2017,0.0,-191.3647395950004,-0.618743712024737
梶谷 隆幸,137,578,511,83,124,27,2,21,218,60,21,3,0,2,62,2,3,157,10,0.243,0.427,0.327,DeNA,2017,0.34059810047469546,120.97540664381027,12.873067224850967
クライン,7,12,9,0,1,0,0,0,1,2,0,0,3,0,0,0,0,6,0,0.111,0.111,0.111,DeNA,2017,0.10041781454167847,-99.27815768154714,-2.5391289388150886
久保 康友,7,14,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0.071,0.071,0.071,DeNA,2017,0.06455430934822189,-132.16622265063756,-3.451205984173159
熊原 健人,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,DeNA,2017,0.0,-191.3647395950004,-1.237487424049474
倉本 寿彦,143,539,507,49,133,27,1,2,168,50,3,1,9,1,18,0,4,102,10,0.262,0.331,0.292,DeNA,2017,0.28300642436601475,68.1618633126725,-18.22133605104398
桑原 将志,143,664,598,87,161,38,5,13,248,52,10,11,10,0,45,0,11,116,8,0.269,0.415,0.332,DeNA,2017,0.3376695578747465,118.28983258259322,12.895008097083942
Ｇ．後藤 武敏,26,29,26,0,3,1,0,0,4,3,0,0,0,0,3,0,0,7,1,0.115,0.154,0.207,DeNA,2017,0.1806104109507462,-25.7387948525433,-3.871783824358686
佐野 恵太,18,24,21,1,2,1,0,0,3,1,0,0,0,0,3,0,0,5,0,0.095,0.143,0.208,DeNA,2017,0.18058089944568886,-25.765857915409722,-3.2049245442968437
シリアコ,12,28,27,1,2,1,0,0,3,0,0,0,0,0,1,0,0,10,0,0.074,0.111,0.107,DeNA,2017,0.10416718099372167,-95.83985998023311,-5.822411968346318
柴田 竜拓,88,248,215,25,50,8,0,1,61,11,1,1,11,2,17,0,3,50,2,0.233,0.284,0.295,DeNA,2017,0.2696634320596369,55.92588148415077,-11.605908054780466
下園 辰哉,8,11,10,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0.1,0.1,0.182,DeNA,2017,0.14658096275556992,-56.944966615961725,-1.8330904161360537
白崎 浩之,34,55,54,5,10,3,0,0,13,4,0,0,0,0,1,0,0,19,0,0.185,0.241,0.2,DeNA,2017,0.1990513456018313,-8.827824950853566,-6.355452080680267
白根 尚貴,12,13,13,2,3,0,0,1,6,2,0,0,0,0,0,0,0,2,0,0.231,0.462,0.231,DeNA,2017,0.30494011164142576,88.27580722959456,-0.16183412816079032
関根 大気,29,20,19,4,3,0,0,0,3,1,0,0,0,0,1,0,0,5,0,0.158,0.158,0.2,DeNA,2017,0.17099556260307408,-34.5559407344212,-2.8574371202473703
平良 拳太郎,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.25,0.25,0.25,DeNA,2017,0.22594008271877658,15.830069710269429,-0.35748742404947403
髙城 俊人,29,61,56,11,14,0,3,0,20,4,0,1,2,0,3,0,0,15,1,0.25,0.357,0.288,DeNA,2017,0.2891267160214853,73.77438078716695,-1.69863236929685
田中 浩康,66,175,154,15,31,3,1,1,39,20,2,0,8,0,11,0,2,25,4,0.201,0.253,0.263,DeNA,2017,0.24254428041449505,31.05668879367249,-12.81073348479922
筒香 嘉智,139,601,503,85,143,31,0,28,258,94,1,0,0,3,93,3,2,115,7,0.284,0.513,0.396,DeNA,2017,0.4061863383924761,181.1220715671735,51.7675145365665
戸柱 恭孝,112,363,336,25,72,13,0,9,112,52,0,0,6,2,19,0,0,59,9,0.214,0.333,0.255,DeNA,2017,0.2661570722325084,52.710429196998135,-18.22702574929649
西森 将司,8,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,DeNA,2017,0.0,-191.3647395950004,-0.9281155680371055
濵口 遥大,22,40,34,1,2,0,0,0,2,0,0,0,5,0,1,0,0,19,0,0.059,0.059,0.086,DeNA,2017,0.07189002631961074,-125.43911845241453,-9.57487424049474
飛雄馬,3,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DeNA,2017,0.0,-191.3647395950004,-1.5468592800618426
細川 成也,2,6,5,2,2,0,0,2,8,4,0,0,0,0,1,0,0,3,0,0.4,1.6,0.5,DeNA,2017,0.8370053064354678,576.1978494222492,3.033768863925789
松本 啓二朗,13,14,12,1,3,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0.25,0.25,0.357,DeNA,2017,0.2992972524326651,83.10111169249988,-0.2512059841731591
三嶋 一輝,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DeNA,2017,0.0,-191.3647395950004,-0.3093718560123685
水野 滉也,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,DeNA,2017,0.0,-191.3647395950004,-0.618743712024737
嶺井 博希,52,135,121,14,30,3,1,3,44,12,0,0,4,0,4,0,6,35,3,0.248,0.364,0.305,DeNA,2017,0.3061401884166629,89.37631881481177,-1.5228341494560105
宮﨑 敏郎,128,523,480,53,155,28,1,15,230,62,0,0,0,1,38,1,4,47,23,0.323,0.479,0.377,DeNA,2017,0.3838192992196426,160.6107290892343,33.65851930553129
山下 幸輝,21,21,21,3,3,2,0,0,5,0,0,0,0,0,0,0,0,6,0,0.143,0.238,0.143,DeNA,2017,0.16725434694766578,-37.98676387551495,-3.0768089762597386
ロペス,142,606,569,72,171,42,0,30,303,105,0,0,0,8,27,0,2,80,14,0.301,0.533,0.33,DeNA,2017,0.3788207822541864,156.02691750076144,36.0506552565047
相川 亮二,29,40,38,0,6,1,0,0,7,3,0,0,0,1,1,0,0,9,1,0.158,0.184,0.175,巨人,2017,0.16329305978311578,-41.6194001425554,-6.014874240494741
阿部 慎之助,129,512,455,41,119,13,0,15,177,76,0,1,1,7,41,1,8,67,13,0.262,0.389,0.329,巨人,2017,0.32586661636739406,107.46613018578999,4.058909134583197
石川 慎吾,99,251,236,21,57,12,3,5,90,20,2,0,0,0,13,0,2,51,8,0.242,0.381,0.287,巨人,2017,0.30102158431040194,84.68238319726152,-4.082335859104488
今村 信貴,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,巨人,2017,0.9037603308751063,637.414497626079,0.5706281439876315
宇佐見 真吾,21,45,40,6,14,0,0,4,26,8,0,0,0,0,3,0,2,14,0,0.35,0.65,0.422,巨人,2017,0.4726483952632185,242.07005845673075,6.7882664794434175
内海 哲也,12,18,16,1,1,0,0,0,1,1,0,0,2,0,0,0,0,9,0,0.063,0.063,0.063,巨人,2017,0.056485020679694145,-139.56603726868295,-4.578693408222633
大竹 寛,13,26,19,0,0,0,0,0,0,1,0,0,6,0,1,0,0,13,0,0.0,0.0,0.05,巨人,2017,0.035431512971808146,-158.8728263175831,-7.146668256321582
岡本 和真,15,35,31,2,6,1,0,0,7,2,0,0,0,0,4,0,0,10,0,0.194,0.226,0.286,巨人,2017,0.247360376275232,35.4732139690807,-2.3980149604328984
カミネロ,57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,巨人,2017,0.0,-191.3647395950004,-0.3093718560123685
亀井 善行,109,277,247,20,62,16,0,6,96,47,1,0,0,2,27,1,1,38,4,0.251,0.389,0.325,巨人,2017,0.324302248693984,106.03155134579299,1.7739958845739106
クルーズ,9,33,32,2,5,1,0,0,6,3,0,0,0,1,0,0,0,3,1,0.156,0.188,0.152,巨人,2017,0.14907066063676858,-54.66182822141328,-5.419271248408161
小林 誠司,138,443,378,25,78,11,1,2,97,27,2,0,19,3,41,4,2,64,12,0.206,0.257,0.285,巨人,2017,0.2563625466869137,43.72851315874914,-26.468902024800013
坂本 勇人,142,614,539,82,157,30,0,15,232,61,14,6,1,3,68,2,3,85,16,0.291,0.43,0.372,巨人,2017,0.3639568706052723,142.3962004426447,27.64006866289187
實松 一成,14,13,8,1,0,0,0,0,0,0,0,0,1,0,2,1,2,6,0,0.0,0.0,0.333,巨人,2017,0.24134508835869317,29.956988526537838,-0.9668341281607904
重信 慎之介,74,77,70,18,11,4,0,0,15,2,10,4,1,0,6,0,0,21,0,0.157,0.214,0.224,巨人,2017,0.2078324445104536,-0.7752559158705864,-8.23926449189974
菅野 智之,25,63,54,4,9,0,0,0,9,0,0,0,6,0,3,0,0,13,2,0.167,0.167,0.211,巨人,2017,0.17999532905586746,-26.302846057548614,-8.448847981410795
高木 勇人,16,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.2,0.2,0.2,巨人,2017,0.18075206617502126,-25.608892150784534,-0.6668592800618425
田口 麗斗,26,58,47,1,4,0,0,0,4,2,0,0,10,0,1,0,0,18,0,0.085,0.085,0.104,巨人,2017,0.09007649131117891,-108.7615059609866,-12.85648431538404
立岡 宗一郎,62,214,197,24,41,3,3,0,50,10,4,5,6,0,11,0,0,43,1,0.208,0.254,0.25,巨人,2017,0.2323588350687418,21.716285883714573,-17.788077186646866
長野 久義,134,516,463,52,121,20,3,16,195,46,6,0,1,1,46,2,5,98,17,0.261,0.421,0.334,巨人,2017,0.3417219115153535,122.00597993325235,12.056860161695518
辻 東倫,18,36,32,3,8,0,0,0,8,1,1,0,0,0,4,0,0,7,1,0.25,0.25,0.333,巨人,2017,0.27957232457626396,65.01267595950017,-1.3373868164452656
寺内 崇幸,83,34,25,7,6,3,1,1,14,6,1,0,5,0,3,0,1,8,0,0.24,0.56,0.345,巨人,2017,0.3966346279702661,172.3628253296112,2.6123913783380917
中井 大介,90,254,229,32,57,12,1,5,86,15,2,1,4,1,19,0,1,44,5,0.249,0.376,0.308,巨人,2017,0.3101951935653604,93.09489768938009,-1.8622914271415894
中川 皓太,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,巨人,2017,0.0,-191.3647395950004,-0.3093718560123685
西村 健太朗,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,巨人,2017,0.0,-191.3647395950004,-0.3093718560123685
橋本 到,78,139,120,19,32,7,1,1,44,6,3,2,6,1,11,0,1,30,2,0.267,0.367,0.331,巨人,2017,0.31782959004459477,100.09590124590544,0.01415411954392972
畠 世周,13,26,24,0,1,0,0,0,1,1,0,0,1,0,1,0,0,19,1,0.042,0.042,0.08,巨人,2017,0.06449562361245077,-132.22003948422335,-6.410868256321581
マイコラス,27,67,64,3,7,2,0,1,12,4,0,0,3,0,0,0,0,37,0,0.109,0.188,0.109,巨人,2017,0.13094254793929097,-71.285929656719,-12.185414352828689
マギー,139,586,523,67,165,48,1,18,269,77,4,1,0,4,58,4,1,107,20,0.315,0.514,0.382,巨人,2017,0.3984621254028936,174.03870318847888,46.068092376752055
宮國 椋丞,17,15,14,0,1,0,0,0,1,1,0,0,1,0,0,0,0,5,0,0.071,0.071,0.071,巨人,2017,0.06455430934822189,-132.16622265063756,-3.6977206973283847
村田 修一,118,424,381,41,100,19,0,14,161,58,0,0,1,2,34,0,6,63,15,0.262,0.423,0.331,巨人,2017,0.3405610939497398,120.94147039049491,9.42794061576756
山口 俊,4,6,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0.2,0.2,0.333,巨人,2017,0.2687317650518782,55.071510866570506,-0.2862311360742112
山本 泰寛,29,83,66,8,12,2,0,1,17,7,1,0,7,0,9,0,1,18,1,0.182,0.258,0.289,巨人,2017,0.2633715437912055,50.156004026991766,-4.392732470079218
陽 岱鋼,87,381,330,46,87,18,1,9,134,33,4,2,2,1,41,0,7,80,6,0.264,0.406,0.356,巨人,2017,0.3485568822273475,128.27388262779715,11.438109138970983
吉川 尚輝,5,12,11,1,3,0,0,0,3,0,1,0,1,0,0,0,0,2,0,0.273,0.273,0.273,巨人,2017,0.24648009023866538,34.665961465293975,-0.8324622721484218
吉川 光夫,12,9,8,1,1,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0.125,0.125,0.125,巨人,2017,0.11297004135938829,-87.76733494236548,-1.7943467041113166
脇谷 亮太,52,68,64,7,16,0,0,0,16,0,0,0,1,0,3,0,0,14,2,0.25,0.25,0.284,巨人,2017,0.24755307570612223,35.64992595995941,-4.646241432721657
荒木 貴裕,91,212,188,22,39,8,2,6,69,25,2,0,7,0,14,0,3,30,7,0.207,0.367,0.273,ヤクルト,2017,0.29086654551335184,75.36986413590793,-5.544296889256272
飯原 誉士,17,18,16,2,3,0,0,0,3,0,0,0,0,0,2,0,0,2,0,0.188,0.188,0.278,ヤクルト,2017,0.2293634173054247,18.96938500277351,-1.5486934082226333
石川 雅規,23,36,29,0,1,0,0,0,1,2,0,0,7,0,0,0,0,11,0,0.034,0.034,0.034,ヤクルト,2017,0.03116414934052091,-162.7861452080666,-10.044973023341816
井野 卓,7,13,12,3,2,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0.167,0.167,0.167,ヤクルト,2017,0.1506267218125177,-53.23486672482053,-2.1151674614941243
今浪 隆博,7,17,15,1,4,1,1,0,7,2,0,0,1,0,1,0,0,0,0,0.267,0.467,0.313,ヤクルト,2017,0.34276137548814406,122.9592040669715,0.41442844778973603
岩橋 慶侍,2,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.333,0.333,0.333,ヤクルト,2017,0.3012534436250354,84.89500614535935,-0.04811556803710558
上田 剛史,100,188,167,18,39,1,5,0,50,11,6,3,8,3,8,0,2,26,0,0.234,0.299,0.272,ヤクルト,2017,0.25886115032704277,46.01981843985041,-10.775464485880834
鵜久森 淳志,45,91,86,6,18,5,1,1,28,7,1,0,0,0,5,0,0,15,1,0.209,0.326,0.253,ヤクルト,2017,0.26182866728649434,48.74113332619142,-4.952838897125534
梅野 雄吾,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ヤクルト,2017,0.0,-191.3647395950004,-0.618743712024737
榎本 葵,9,8,7,3,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0.143,0.143,0.25,ヤクルト,2017,0.20154882378890865,-6.537551748822208,-0.9049748480989481
オーレンドルフ,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,ヤクルト,2017,0.0,-191.3647395950004,-1.856231136074211
大引 啓次,80,311,273,25,62,11,0,5,88,29,3,0,10,0,27,0,1,43,8,0.227,0.322,0.299,ヤクルト,2017,0.2876283445060837,72.40032268881484,-9.113982768019374
大松 尚逸,94,143,130,5,21,3,0,3,33,16,0,0,0,0,13,0,0,27,5,0.162,0.254,0.238,ヤクルト,2017,0.23182917578391948,21.230570143528183,-11.9601754097687
小川 泰弘,22,46,38,2,4,0,0,0,4,2,0,0,6,0,2,0,0,20,0,0.105,0.105,0.15,ヤクルト,2017,0.1258075460593188,-75.99490259547514,-8.596105376568952
奥村 展征,44,125,113,12,27,4,0,0,31,5,1,1,1,1,9,0,1,33,3,0.239,0.274,0.298,ヤクルト,2017,0.2671029203695215,53.577804396750096,-6.161401356384766
ギルメット,28,10,7,1,1,0,0,0,1,0,0,0,3,0,0,0,0,5,0,0.143,0.143,0.143,ヤクルト,2017,0.12910861869644377,-72.96770570627477,-1.8365757029808276
グリーン,25,81,72,5,14,2,0,2,22,8,0,0,0,0,7,0,2,17,2,0.194,0.306,0.284,ヤクルト,2017,0.2765293604992434,62.222173477274325,-3.2491203370018464
坂口 智隆,136,607,535,51,155,16,2,4,187,38,4,3,5,3,59,2,5,76,6,0.29,0.35,0.364,ヤクルト,2017,0.3297831273812043,111.05770518604541,7.126848184545455
武内 晋一,66,104,93,4,19,0,0,0,19,5,0,1,1,0,8,1,0,15,4,0.204,0.204,0.267,ヤクルト,2017,0.22614344912986462,16.016563688041973,-9.274078965880381
館山 昌平,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ヤクルト,2017,0.0,-191.3647395950004,-0.3093718560123685
寺島 成輝,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ヤクルト,2017,0.0,-191.3647395950004,-0.3093718560123685
中村 悠平,127,486,419,42,102,14,4,4,136,34,2,1,11,4,42,0,10,65,14,0.243,0.325,0.324,ヤクルト,2017,0.3010516470599277,84.70995177022225,-7.890216758853226
成瀬 善久,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,ヤクルト,2017,,,
西浦 直亨,72,171,144,9,30,6,0,0,36,8,3,0,8,2,16,1,1,31,5,0.208,0.25,0.288,ヤクルト,2017,0.2551749400476981,42.63943711619396,-10.414857316765314
西田 明央,37,86,73,4,10,3,0,1,16,7,1,0,0,1,11,0,1,20,2,0.137,0.219,0.256,ヤクルト,2017,0.23286636432432045,22.181707627661407,-7.105979617063693
バレンティン,125,519,445,60,113,14,1,32,225,80,0,1,0,1,70,0,3,112,18,0.254,0.506,0.358,ヤクルト,2017,0.3861442261494312,162.7427668669925,34.576006729580726
畠山 和洋,15,62,52,6,11,3,0,2,20,4,0,0,0,0,8,0,2,13,2,0.212,0.385,0.339,ヤクルト,2017,0.33543157441753857,116.23752495277924,1.0689449272331537
原 樹理,26,36,33,2,7,1,0,0,8,1,0,0,3,0,0,0,0,12,0,0.212,0.242,0.212,ヤクルト,2017,0.20384401402313868,-4.432783541347844,-3.99193227099072
